data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_f,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,QUANTILE-RIPPERexception,LENC-CART:*exception,TREES-BRCG2exception,TREES-BRCGexception,TREES2-BRCGexception
synth_ib_4,100000,4,3,0,3205,0.032,other,synthetic,3.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.37,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,419.08,1.0,0.99,0.99,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.4,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.93,0.93,1.0,0.31,0.69,0.47,1.0,1.0,1.0,1.0,1.94,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_5,100000,4,3,0,1492,0.0149,other,synthetic,3.0,0.28,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.33,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.18,1.0,0.96,0.96,1.0,0.97,0.98,1.0,1.0,1.0,1.0,0.34,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.93,0.72,0.79,0.14,0.42,0.24,1.0,2.0,2.0,2.0,1.89,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_6,100000,4,3,0,758,0.0076,other,synthetic,3.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.33,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,419.59,1.0,0.97,0.97,1.0,0.97,0.98,1.0,1.0,1.0,1.0,0.29,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.95,0.46,0.51,0.07,0.23,0.13,1.0,2.0,2.0,2.0,1.93,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_7,100000,4,3,0,422,0.0042,other,synthetic,3.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,422.93,1.0,0.97,0.97,1.0,0.97,0.98,1.0,1.0,1.0,1.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.98,0.12,0.13,0.04,0.09,0.06,1.0,3.0,3.0,3.0,1.69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_8,100000,4,3,0,188,0.0019,other,synthetic,3.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.31,1.0,0.7,0.7,1.0,0.74,0.82,1.0,1.0,1.0,1.0,0.26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.99,0.01,0.02,0.01,0.01,0.01,1.0,5.0,5.0,5.0,1.82,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_9,100000,4,3,0,111,0.0011,other,synthetic,3.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.23,0.9,0.9,1.0,0.01,0.05,0.02,1.0,1.0,1.0,1.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.99,0.02,0.03,0.01,0.02,0.01,1.0,5.0,5.0,5.0,1.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_10,100000,4,3,0,48,0.0005,other,synthetic,3.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,426.98,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_11,100000,4,3,0,27,0.0003,other,synthetic,3.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_ib_12,100000,4,3,0,7,0.0001,other,synthetic,3.0,0.25,1.0,1.0,1.0,0.6,0.88,0.75,0.02,1.0,0.67,0.67,1.0,0.71,0.8,1.0,1.0,1.0,1.0,0.02,1.0,0.67,0.67,1.0,0.71,0.8,1.0,1.0,1.0,1.0,0.02,1.0,0.67,0.67,1.0,0.71,0.8,1.0,1.0,1.0,1.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.28,1.0,0.33,0.33,1.0,0.38,0.5,1.0,1.0,1.0,1.0,2.28,1.0,0.33,0.33,1.0,0.38,0.5,1.0,1.0,1.0,1.0,2.27,1.0,0.33,0.33,1.0,0.38,0.5,1.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,429.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,5.0,4.75,1.82,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.0,0.67,0.67,1.0,0.71,0.8,1.0,1.0,1.0,1.0,,,,,
synth_noise_0,50000,4,3,0,24986,0.4997,other,synthetic,3.0,0.14,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,0.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,216.55,0.68,0.36,1.0,0.61,0.89,0.76,4.0,4.0,1.0,1.0,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_noise_1,50000,4,3,0,25121,0.5024,other,synthetic,3.0,0.8,0.9,0.8,0.89,0.9,0.89,0.9,0.04,0.9,0.8,0.89,0.9,0.89,0.9,6.0,24.0,4.0,4.0,0.06,0.9,0.79,0.89,0.9,0.89,0.9,17.0,96.0,6.0,5.65,0.2,0.82,0.63,0.81,0.82,0.81,0.81,2581.0,76188.0,65.0,29.52,28.0,2.46,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,3.0,1.44,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,1.3,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,1.42,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,0.38,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,4.73,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,48.0,12.91,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,2.84,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,54.0,1.06,0.89,0.78,0.88,0.9,0.88,0.89,1.0,1.0,1.0,1.0,215.68,0.89,0.79,0.88,0.9,0.89,0.89,4.0,4.0,1.0,1.0,11.65,0.89,0.78,0.88,0.9,0.88,0.89,1.0,1.0,1.0,1.0,0.29,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.78,0.88,0.9,0.88,0.89,1.0,1.0,1.0,1.0,1.67,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,10.96,0.9,0.8,0.89,0.9,0.89,0.9,1.0,1.0,1.0,1.0,0.19,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
